  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   8 |       32 |     10000 | cached-os | indexscan  |          3 |   2.3386666666666667 |      3 |   2.4526666666666666 |      3 |                2.307 |      3 |    2.091666666666667 |      3 |    2.172333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   1 |       16 |     10000 | cached-os | indexscan  |          3 |                1.563 |      3 |   1.4416666666666664 |      3 |   1.5053333333333334 |      3 |   1.3159999999999998 |      3 |   1.2936666666666665
 data      | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   1 |        8 |       100 | cached    | bitmapscan |          3 |                5.402 |      3 |    5.509333333333333 |      3 |    5.229666666666667 |      3 |   5.1546666666666665 |      3 |    5.402666666666666
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   8 |      128 |     10000 | cached-os | indexscan  |          3 |   1.9686666666666668 |      3 |    2.162333333333333 |      3 |   1.9523333333333335 |      3 |                1.721 |      3 |   1.8163333333333334
 data      | 1000000 | uniform     |    41667 |       0 |   128 |   0 |        8 |     10000 | cached-os | bitmapscan |          3 |    3.010666666666667 |      3 |                2.868 |      3 |   2.7443333333333335 |      3 |   2.7626666666666666 |      3 |   2.7870000000000004
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |      128 |     10000 | cached-os | indexscan  |          3 |    3.188333333333334 |      3 |   3.4003333333333337 |      3 |   3.4760000000000004 |      3 |                 2.94 |      3 |    2.908333333333333
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |       32 |       100 | cached-os | seqscan    |          3 |   27.006999999999994 |      3 |   27.280666666666665 |      3 |               27.354 |      3 |   26.758333333333336 |      3 |   26.355666666666668
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   1 |     1024 |     10000 | cached-os | indexscan  |          3 |    9.904666666666667 |      3 |    9.658999999999999 |      3 |    9.906666666666666 |      3 |                9.656 |      3 |    9.834999999999999
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   8 |        8 |       100 | cached-os | bitmapscan |          3 |                8.214 |      3 |    8.075999999999999 |      3 |                8.366 |      3 |    7.965000000000001 |      3 |   7.6930000000000005
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |  32 |       32 |     10000 | cached-os | indexscan  |          3 |   2.3433333333333333 |      3 |    2.453333333333333 |      3 |   2.2886666666666664 |      3 |    2.094333333333333 |      3 |   2.0306666666666664
 data      | 1000000 | linear      |    41667 |       4 | 65536 |   0 |      128 |     10000 | uncached  | indexscan  |          3 |                3.586 |      3 |   2.9486666666666665 |      3 |   2.9403333333333337 |      3 |   3.3366666666666673 |      3 |   3.0773333333333333
 raid-nvme | 1000000 | uniform     |    41667 |       4 |   128 |   8 |       16 |     10000 | cached-os | bitmapscan |          3 |                5.419 |      3 |    5.419666666666667 |      3 |    5.414000000000001 |      3 |    5.169333333333333 |      3 |   5.4943333333333335
 raid-nvme | 1000000 | linear      |    41667 |       0 |   128 |  16 |       64 |     10000 | uncached  | indexscan  |          3 |                2.463 |      3 |    2.498333333333333 |      3 |                2.456 |      3 |   2.2133333333333334 |      3 |   2.2466666666666666
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   0 |        8 |       100 | cached    | bitmapscan |          3 |    5.053999999999999 |      3 |    4.742666666666667 |      3 |    4.570666666666667 |      3 |                4.804 |      3 |    4.388333333333334
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |   0 |     2048 |     10000 | cached-os | bitmapscan |          3 |    63.43266666666667 |      3 |   63.428999999999995 |      3 |   63.071666666666665 |      3 |    63.18266666666667 |      3 |    62.70366666666666
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   0 |       64 |     10000 | uncached  | indexscan  |          3 |   3.6783333333333332 |      3 |   3.4203333333333332 |      3 |   3.4789999999999996 |      3 |   3.4279999999999995 |      3 |    4.004666666666666
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |   0 |      256 |     10000 | uncached  | indexscan  |          3 |    5.800666666666667 |      3 |    5.645666666666666 |      3 |    5.880333333333333 |      3 |    5.550333333333334 |      3 |    5.551666666666667
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |  16 |       16 |       100 | cached    | bitmapscan |          3 |   10.112333333333332 |      3 |    9.921999999999999 |      3 |   10.207666666666666 |      3 |    9.861333333333334 |      3 |   10.061666666666667
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   1 |       16 |     10000 | cached-os | indexscan  |          3 |                1.553 |      3 |    1.468333333333333 |      3 |                1.532 |      3 |   1.3006666666666666 |      3 |   1.3176666666666668
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   8 |       16 |     10000 | cached-os | indexscan  |          3 |   1.5336666666666667 |      3 |   1.5250000000000001 |      3 |                1.439 |      3 |   1.2806666666666666 |      3 |                1.353
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   2.2543333333333333 |      3 |    2.380666666666667 |      3 |    2.247666666666667 |      3 |                2.001 |      3 |   2.0843333333333334
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |        8 |       100 | cached-os | bitmapscan |          3 |    8.265333333333333 |      3 |    8.166666666666666 |      3 |    8.308666666666666 |      3 |    8.011000000000001 |      3 |    8.110666666666667
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  16 |     2048 |     10000 | cached    | indexscan  |          3 |   13.920333333333334 |      3 |               14.805 |      3 |               14.049 |      3 |   13.665999999999999 |      3 |               13.833
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  16 |      128 |     10000 | cached    | indexscan  |          3 |   1.4586666666666666 |      3 |   1.2146666666666668 |      3 |   1.2009999999999998 |      3 |                1.204 |      3 |                1.164
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   8 |     1024 |     10000 | cached-os | indexscan  |          3 |    8.475999999999999 |      3 |    8.415666666666668 |      3 |    8.704333333333333 |      3 |                8.221 |      3 |    8.397999999999998
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |  16 |      512 |     10000 | cached-os | indexscan  |          3 |                5.741 |      3 |    5.731000000000001 |      3 |    5.724666666666667 |      3 |                5.486 |      3 |    5.533333333333334
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   8 |     1024 |     10000 | cached-os | bitmapscan |          3 |    58.31766666666667 |      3 |    58.17633333333333 |      3 |    58.38666666666666 |      3 |   58.062333333333335 |      3 |   57.833333333333336
 data      | 1000000 | linear      |    41667 |       0 | 65536 |   8 |      128 |     10000 | cached-os | indexscan  |          3 |   2.1173333333333333 |      3 |   1.8986666666666665 |      3 |                2.055 |      3 |                1.862 |      3 |                1.845
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   0 |     1024 |     10000 | cached-os | indexscan  |          3 |    9.806333333333335 |      3 |    9.563333333333333 |      3 |    9.695333333333332 |      3 |                9.551 |      3 |    9.623666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  32 |        4 |     10000 | uncached  | indexscan  |          3 |    2.118666666666667 |      3 |    2.321333333333333 |      3 |   2.5163333333333333 |      3 |   1.8630000000000002 |      3 |   1.8303333333333331
 data      | 1000000 | linear      |    41667 |       0 |   128 |  32 |     2048 |     10000 | cached    | indexscan  |          3 |   12.728666666666667 |      3 |               12.411 |      3 |   12.502333333333333 |      3 |   12.472999999999999 |      3 |   12.006333333333332
 data      | 1000000 | linear      |    41667 |       4 | 65536 |  16 |     1024 |     10000 | cached-os | indexscan  |          3 |    8.476666666666667 |      3 |    8.574666666666667 |      3 |    8.491333333333332 |      3 |    8.220999999999998 |      3 |                8.299
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   0 |      512 |     10000 | cached-os | indexscan  |          3 |    7.058666666666667 |      3 |    7.199000000000001 |      3 |    7.397666666666667 |      3 |    6.802666666666667 |      3 |    6.662333333333334
 data      | 1000000 | linear      |    41667 |       0 |   128 |   0 |      256 |     10000 | cached-os | indexscan  |          3 |   3.6346666666666665 |      3 |   3.7023333333333333 |      3 |   3.7059999999999995 |      3 |                3.378 |      3 |   3.4606666666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   1 |     1024 |     10000 | cached    | indexscan  |          3 |    6.783666666666666 |      3 |                7.312 |      3 |    6.968666666666667 |      3 |    6.526666666666666 |      3 |    6.506666666666668
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |       64 |     10000 | cached-os | indexscan  |          3 |                2.315 |      3 |   2.1966666666666668 |      3 |                 2.34 |      3 |   2.0576666666666665 |      3 |   2.0180000000000002
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   1 |     1024 |     10000 | cached    | indexscan  |          3 |    6.716666666666668 |      3 |    7.085333333333334 |      3 |    6.664333333333334 |      3 |   6.4590000000000005 |      3 |    6.612666666666667
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   1 |     2048 |     10000 | cached-os | indexscan  |          3 |    16.12066666666667 |      3 |   16.276666666666667 |      3 |               16.422 |      3 |               15.863 |      3 |   16.105999999999998
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   0 |      256 |     10000 | uncached  | indexscan  |          3 |                 7.03 |      3 |    7.184666666666668 |      3 |    6.974666666666667 |      3 |    6.771999999999999 |      3 |    7.104333333333333
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |  16 |       32 |     10000 | uncached  | bitmapscan |          3 |                16.87 |      3 |   16.190666666666665 |      3 |   16.366666666666667 |      3 |               16.611 |      3 |   16.237333333333332
 data      | 1000000 | linear      |    41667 |       4 | 65536 |   1 |      512 |     10000 | cached-os | indexscan  |          3 |    5.015999999999999 |      3 |                 4.95 |      3 |   5.1723333333333334 |      3 |    4.756666666666667 |      3 |    4.896999999999999
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   0 |      512 |     10000 | cached-os | indexscan  |          3 |    4.940333333333333 |      3 |    4.803333333333334 |      3 |    4.879333333333333 |      3 |                4.681 |      3 |    4.717666666666667
 data      | 1000000 | uniform     |    41667 |       0 |   128 |  16 |        2 |     10000 | uncached  | bitmapscan |          3 |   2.8813333333333335 |      3 |                 2.81 |      3 |                3.078 |      3 |   2.6216666666666666 |      3 |                3.269
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   8 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4396666666666667 |      3 |   1.5133333333333334 |      3 |   1.4429999999999998 |      3 |   1.1796666666666666 |      3 |                1.309
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   8 |       32 |     10000 | cached    | bitmapscan |          3 |   1.7793333333333334 |      3 |                1.788 |      3 |   1.5366666666666668 |      3 |   1.5193333333333332 |      3 |   1.4329999999999998
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   2.2296666666666667 |      3 |    2.280333333333333 |      3 |   2.3219999999999996 |      3 |                1.969 |      3 |    2.017333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  16 |     1024 |     10000 | cached    | indexscan  |          3 |    8.563666666666666 |      3 |    8.880333333333335 |      3 |    8.950000000000001 |      3 |    8.302999999999999 |      3 |    8.404333333333332
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   1 |        4 |     10000 | uncached  | bitmapscan |          3 |               27.955 |      3 |   27.019000000000002 |      3 |    27.87833333333333 |      3 |               27.694 |      3 |   27.991333333333333
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |       64 |     10000 | cached-os | indexscan  |          3 |   2.3236666666666665 |      3 |   2.3036666666666665 |      3 |                2.241 |      3 |    2.062666666666667 |      3 |    2.034333333333333
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |   128 |   8 |       16 |       100 | cached    | seqscan    |          3 |   10.373333333333333 |      3 |   10.681333333333333 |      3 |   10.533333333333333 |      3 |   10.110666666666667 |      3 |   10.362666666666668
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   8 |        8 |       100 | cached-os | bitmapscan |          3 |                8.194 |      3 |    8.241666666666667 |      3 |    8.323666666666666 |      3 |    7.931333333333334 |      3 |    8.063666666666666
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   1 |     2048 |     10000 | cached-os | indexscan  |          3 |   18.332666666666668 |      3 |   18.281000000000002 |      3 |   18.448999999999998 |      3 |                18.07 |      3 |               18.133
 data      | 1000000 | uniform     |    41667 |       4 |   128 |   0 |      128 |     10000 | cached-os | bitmapscan |          3 |               18.367 |      3 |   18.492333333333335 |      3 |               18.587 |      3 |   18.104333333333333 |      3 |               18.374
 data      | 1000000 | linear      |    41667 |       0 |   128 |   0 |      512 |     10000 | uncached  | indexscan  |          3 |    9.829666666666666 |      3 |    9.932333333333332 |      3 |    9.918333333333335 |      3 |    9.566666666666666 |      3 |    9.483333333333334
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |   8 |      128 |     10000 | cached-os | indexscan  |          3 |   2.0453333333333332 |      3 |   1.9716666666666667 |      3 |                1.993 |      3 |                1.782 |      3 |   1.7400000000000002
 data      | 1000000 | linear      |    41667 |       0 |   128 |  32 |      128 |     10000 | cached-os | indexscan  |          3 |                2.004 |      3 |   1.9113333333333333 |      3 |   2.0056666666666665 |      3 |   1.7406666666666668 |      3 |                1.811
 data      | 1000000 | uniform     |    41667 |       4 |   128 |   1 |      128 |     10000 | cached-os | bitmapscan |          3 |   19.108999999999998 |      3 |   19.016666666666666 |      3 |   19.112666666666666 |      3 |   18.845333333333333 |      3 |   18.957666666666668
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |  32 |        2 |       100 | cached-os | seqscan    |          3 |    3.970333333333333 |      3 |                4.022 |      3 |    4.075333333333333 |      3 |   3.7066666666666666 |      3 |    3.736333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |      128 |     10000 | cached-os | indexscan  |          3 |   3.3256666666666668 |      3 |                3.302 |      3 |   3.2063333333333333 |      3 |    3.061666666666667 |      3 |   2.9416666666666664
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   8 |       32 |     10000 | cached    | indexscan  |          3 |   1.9193333333333333 |      3 |   1.7746666666666666 |      3 |   1.6946666666666668 |      3 |    1.655333333333333 |      3 |   1.8653333333333333
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |   128 |   0 |        8 |       100 | cached    | seqscan    |          3 |                5.069 |      3 |   4.7940000000000005 |      3 |    4.951333333333333 |      3 |    4.804666666666667 |      3 |    5.181333333333334
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |     1024 |     10000 | cached-os | bitmapscan |          3 |    58.21866666666667 |      3 |   57.931000000000004 |      3 |   58.336666666666666 |      3 |    57.95433333333333 |      3 |   58.108000000000004
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |       16 |       100 | cached-os | seqscan    |          3 |   14.307333333333332 |      3 |   14.095999999999998 |      3 |               13.981 |      3 |   14.042000000000002 |      3 |   13.761666666666665
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |   128 |  32 |        4 |       100 | cached    | seqscan    |          3 |    4.097333333333333 |      3 |    4.028666666666667 |      3 |    4.242999999999999 |      3 |   3.8320000000000003 |      3 |                3.961
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |  4096 |   0 |        4 |       100 | cached-os | bitmapscan |          3 |    5.021333333333334 |      3 |   4.9703333333333335 |      3 |    4.895333333333333 |      3 |   4.7556666666666665 |      3 |                 4.94
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   1 |       32 |     10000 | cached-os | indexscan  |          3 |   1.8013333333333332 |      3 |   1.7859999999999998 |      3 |                1.676 |      3 |   1.5353333333333332 |      3 |   1.5263333333333333
 raid-nvme | 1000000 | cyclic      |    41667 |       0 | 65536 |  16 |       16 |       100 | cached    | bitmapscan |          3 |   10.300666666666666 |      3 |   10.312333333333333 |      3 |   10.528333333333334 |      3 |   10.034666666666666 |      3 |                9.717
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   0 |      512 |     10000 | cached-os | indexscan  |          3 |    5.807333333333333 |      3 |    5.656333333333333 |      3 |    5.348333333333333 |      3 |    5.540666666666667 |      3 |   5.5696666666666665
 data      | 1000000 | linear      |    41667 |       4 | 65536 |  32 |      128 |     10000 | cached-os | indexscan  |          3 |   2.0260000000000002 |      3 |                1.934 |      3 |   1.9600000000000002 |      3 |   1.7586666666666666 |      3 |   1.8310000000000002
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  32 |      128 |     10000 | cached-os | indexscan  |          3 |                3.301 |      3 |   3.3360000000000003 |      3 |    3.412333333333333 |      3 |                3.033 |      3 |   2.9629999999999996
 data      | 1000000 | uniform     |    41667 |       0 | 65536 |   1 |       64 |     10000 | cached-os | bitmapscan |          3 |    18.57466666666667 |      3 |   18.358666666666664 |      3 |   18.706666666666667 |      3 |    18.30633333333333 |      3 |   17.977333333333334
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |      128 |     10000 | cached-os | bitmapscan |          3 |               19.369 |      3 |   19.099666666666668 |      3 |   19.680666666666667 |      3 |   19.100333333333335 |      3 |   18.987666666666666
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   0 |       32 |     10000 | cached    | bitmapscan |          3 |   1.6936666666666664 |      3 |                2.294 |      3 |   1.4483333333333333 |      3 |                1.425 |      3 |   1.4786666666666666
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   0 |     6048 |     10000 | cached    | indexscan  |          3 |    39.18033333333333 |      3 |   39.992333333333335 |      3 |               38.744 |      3 |    38.91133333333334 |      3 |               41.261
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   8 |        4 |       100 | cached    | seqscan    |          3 |   3.8813333333333335 |      3 |   4.5249999999999995 |      3 |   3.9166666666666665 |      3 |   3.6123333333333334 |      3 |   3.8033333333333332
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |        2 |       100 | cached-os | bitmapscan |          3 |    5.571000000000001 |      3 |    5.696333333333333 |      3 |                 6.07 |      3 |    5.301666666666667 |      3 |    5.559333333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |       64 |     10000 | uncached  | indexscan  |          3 |    4.096333333333333 |      3 |    4.074333333333334 |      3 |    4.073333333333333 |      3 |   3.8266666666666667 |      3 |                3.807
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |        4 |       100 | cached    | bitmapscan |          3 |    4.229333333333334 |      3 |   4.1866666666666665 |      3 |    4.599333333333333 |      3 |    3.959666666666667 |      3 |   3.9726666666666666
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   1 |       64 |     10000 | cached-os | indexscan  |          3 |                2.249 |      3 |    2.235666666666667 |      3 |   2.2946666666666666 |      3 |   1.9789999999999999 |      3 |   2.0143333333333335
 raid-nvme | 1000000 | uniform     |    41667 |       4 |   128 |  16 |      128 |     10000 | cached-os | bitmapscan |          3 |   19.221999999999998 |      3 |    19.41133333333333 |      3 |                19.27 |      3 |   18.950666666666667 |      3 |                18.87
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  16 |      128 |     10000 | cached-os | indexscan  |          3 |   3.2609999999999997 |      3 |   3.3193333333333332 |      3 |   3.3609999999999993 |      3 |    2.989666666666667 |      3 |   3.0236666666666667
 raid-nvme | 1000000 | linear      |    41667 |       0 |   128 |   1 |        2 |     10000 | uncached  | indexscan  |          3 |   0.8156666666666667 |      3 |   0.8306666666666667 |      3 |   0.8553333333333334 |      3 |   0.5443333333333333 |      3 |  0.49900000000000005
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |       16 |       100 | cached-os | seqscan    |          3 |   13.572999999999999 |      3 |   13.739333333333335 |      3 |   13.844666666666667 |      3 |   13.301333333333332 |      3 |               13.316
 raid-nvme | 1000000 | cyclic      |    41667 |       4 | 65536 |  16 |       32 |       100 | cached-os | seqscan    |          3 |   26.281333333333333 |      3 |   26.352999999999998 |      3 |   26.861333333333334 |      3 |   26.009666666666664 |      3 |               25.938
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   1 |        8 |       100 | cached    | bitmapscan |          3 |    4.998666666666667 |      3 |                5.183 |      3 |    4.860333333333333 |      3 |    4.726333333333334 |      3 |    5.195666666666667
 data      | 1000000 | linear      |    41667 |       0 |   128 |  32 |      256 |     10000 | cached-os | indexscan  |          3 |   3.7680000000000002 |      3 |                3.972 |      3 |   3.8353333333333333 |      3 |   3.4956666666666667 |      3 |   3.5396666666666667
 data      | 1000000 | linear      |    41667 |       4 |   128 |   1 |      256 |     10000 | cached    | indexscan  |          3 |    2.578333333333333 |      3 |                2.387 |      3 |   2.3633333333333333 |      3 |                2.305 |      3 |   2.3529999999999998
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   1 |      512 |     10000 | cached    | bitmapscan |          3 |   23.348666666666663 |      3 |   24.516333333333332 |      3 |   23.305333333333333 |      3 |   23.074333333333332 |      3 |    22.46766666666667
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |  16 |       64 |     10000 | cached    | bitmapscan |          3 |   3.7883333333333327 |      3 |    3.357666666666667 |      3 |    3.481666666666667 |      3 |   3.5140000000000007 |      3 |    3.564666666666666
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |   0 |        4 |       100 | cached-os | bitmapscan |          3 |    7.412333333333334 |      3 |    7.574666666666666 |      3 |    7.435333333333333 |      3 |    7.138000000000001 |      3 |    7.081333333333333
 data      | 1000000 | uniform     |    41667 |       0 | 65536 |  16 |      256 |     10000 | cached    | bitmapscan |          3 |   14.228333333333333 |      3 |   14.466999999999999 |      3 |   15.054666666666664 |      3 |   13.953666666666669 |      3 |   13.244666666666665
 data      | 1000000 | linear      |    41667 |       4 | 65536 |   0 |        4 |     10000 | uncached  | indexscan  |          3 |   0.8023333333333333 |      3 |   0.5656666666666667 |      3 |   0.5683333333333334 |      3 |   0.5273333333333333 |      3 |   0.5483333333333333
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  32 |     2048 |     10000 | cached    | indexscan  |          3 |               14.076 |      3 |   14.411000000000001 |      3 |               14.582 |      3 |   13.800666666666666 |      3 |               13.938
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |  16 |      256 |     10000 | cached-os | indexscan  |          3 |   3.7479999999999998 |      3 |   3.7693333333333334 |      3 |    3.917666666666667 |      3 |   3.4723333333333333 |      3 |                3.624
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   8 |       16 |     10000 | uncached  | bitmapscan |          3 |   12.601333333333335 |      3 |   12.892333333333333 |      3 |   13.018666666666668 |      3 |   12.325000000000001 |      3 |   12.654666666666666
 raid-nvme | 1000000 | uniform     |    41667 |       4 | 65536 |   1 |      128 |     10000 | cached    | bitmapscan |          3 |    6.927666666666667 |      3 |    7.984999999999999 |      3 |   7.2476666666666665 |      3 |   6.6513333333333335 |      3 |    6.487333333333333
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |   1 |        2 |       100 | cached-os | bitmapscan |          3 |   4.8500000000000005 |      3 |   4.8373333333333335 |      3 |    4.903333333333333 |      3 |                4.573 |      3 |    4.727666666666667
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   0 |        4 |     10000 | uncached  | indexscan  |          3 |   0.8043333333333332 |      3 |   0.6429999999999999 |      3 |                 0.57 |      3 |   0.5266666666666667 |      3 |   0.6013333333333334
 data      | 1000000 | linear      |    41667 |       4 |   128 |   8 |      512 |     10000 | cached-os | indexscan  |          3 |    5.123333333333334 |      3 |                5.044 |      3 |   5.1290000000000004 |      3 |                4.845 |      3 |                4.785
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   0 |        2 |       100 | cached-os | bitmapscan |          3 |    5.460666666666666 |      3 |    5.370333333333334 |      3 |                5.619 |      3 |   5.1819999999999995 |      3 |    5.342333333333333
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   0 |      512 |     10000 | uncached  | indexscan  |          3 |    9.708666666666668 |      3 |    9.873666666666667 |      3 |               10.042 |      3 |    9.429666666666668 |      3 |                9.369
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  16 |      512 |     10000 | cached    | indexscan  |          3 |    4.981333333333333 |      3 |                 4.87 |      3 |                4.595 |      3 |    4.702000000000001 |      3 |   4.4446666666666665
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   0 |       16 |     10000 | cached-os | bitmapscan |          3 |    5.304333333333333 |      3 |    5.211666666666667 |      3 |                5.194 |      3 |   5.0249999999999995 |      3 |    4.805666666666667
 data      | 1000000 | uniform     |    41667 |       0 |   128 |  32 |        8 |     10000 | uncached  | bitmapscan |          3 |    5.110333333333334 |      3 |    4.816666666666666 |      3 |   4.5633333333333335 |      3 |   4.8309999999999995 |      3 |                4.686
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |  4096 |  32 |        4 |       100 | cached    | bitmapscan |          3 |   3.8989999999999996 |      3 |    3.651666666666667 |      3 |    4.184333333333334 |      3 |   3.6193333333333335 |      3 |   3.6333333333333333
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   0 |     4048 |     10000 | cached-os | indexscan  |          3 |   30.338666666666665 |      3 |   30.463333333333335 |      3 |   30.264333333333337 |      3 |   30.058666666666667 |      3 |   29.977333333333334
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   8 |        8 |       100 | cached    | bitmapscan |          3 |   5.1706666666666665 |      3 |    5.133333333333334 |      3 |    5.315666666666666 |      3 |    4.890666666666667 |      3 |    5.092666666666666
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |  16 |      256 |     10000 | cached-os | indexscan  |          3 |    3.535666666666667 |      3 |                3.515 |      3 |   3.6686666666666667 |      3 |    3.255333333333333 |      3 |   3.2786666666666666
 data      | 1000000 | linear      |    41667 |       0 |   128 |   0 |       16 |     10000 | uncached  | indexscan  |          3 |   1.1633333333333333 |      3 |                0.903 |      3 |   0.9286666666666666 |      3 |   0.8826666666666667 |      3 |   0.8890000000000001
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   2.2306666666666666 |      3 |   2.2013333333333334 |      3 |   2.2583333333333333 |      3 |                 1.95 |      3 |                2.052
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |   8 |        4 |       100 | cached    | bitmapscan |          3 |   3.8023333333333333 |      3 |   3.6986666666666665 |      3 |                4.204 |      3 |   3.5210000000000004 |      3 |   3.6893333333333334
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   0 |    10048 |     10000 | cached    | seqscan    |          3 |               67.825 |      3 |    68.96499999999999 |      3 |    68.13066666666667 |      3 |    67.54333333333334 |      3 |    65.59233333333333
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |   8 |       64 |     10000 | cached    | bitmapscan |          3 |                3.525 |      3 |   3.7703333333333333 |      3 |   3.4090000000000003 |      3 |   3.2433333333333336 |      3 |   3.5783333333333336
