  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |   0 |      512 |     10000 | uncached  | bitmapscan |          3 |   119.21233333333333 |      3 |   116.44066666666667 |      3 |   116.63766666666668 |      3 |              179.314 |      3 |   151.45333333333335
 raid-nvme | 1000000 | uniform     |    41667 |       4 |  4096 |   0 |       64 |     10000 | uncached  | bitmapscan |          3 |    181.8213333333333 |      3 |              175.611 |      3 |   181.04399999999998 |      3 |   240.66366666666667 |      3 |   240.88333333333333
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   1 |       52 |       100 | uncached  | seqscan    |          3 |               324.81 |      3 |              323.949 |      3 |              330.589 |      3 |    382.1276666666667 |      3 |   380.50533333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |     4048 |     10000 | uncached  | indexscan  |          3 |    58.30866666666666 |      3 |                57.03 |      3 |    53.99966666666666 |      3 |              115.146 |      3 |   126.32300000000002
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |   1 |       52 |       100 | uncached  | seqscan    |          3 |   326.80466666666666 |      3 |   319.21566666666666 |      3 |   323.73266666666666 |      3 |    381.3776666666667 |      3 |    370.8723333333334
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   0 |       64 |     10000 | uncached  | bitmapscan |          3 |   185.54000000000005 |      3 |   193.69466666666668 |      3 |   185.11133333333336 |      3 |   239.21666666666667 |      3 |   234.60533333333333
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |       72 |       100 | uncached  | seqscan    |          3 |   461.73499999999996 |      3 |    450.1886666666667 |      3 |   433.90633333333335 |      3 |    515.2586666666666 |      3 |   506.38566666666674
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   0 |       64 |     10000 | uncached  | indexscan  |          3 |              185.049 |      3 |   185.96433333333334 |      3 |   182.50233333333333 |      3 |              238.045 |      3 |   241.15200000000002
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |       72 |       100 | uncached  | seqscan    |          3 |   124.48366666666668 |      3 |   115.86666666666667 |      3 |   117.73866666666667 |      3 |              176.572 |      3 |   193.13266666666664
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |   1 |     4048 |     10000 | uncached  | indexscan  |          3 |    49.97833333333333 |      3 |    48.29366666666667 |      3 |    54.54533333333333 |      3 |   101.85233333333333 |      3 |   111.64733333333334
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   1 |     4048 |     10000 | uncached  | indexscan  |          3 |    48.42433333333333 |      3 |    49.10666666666666 |      3 |    49.71866666666667 |      3 |    98.71133333333334 |      3 |   101.45766666666668
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   0 |      512 |     10000 | uncached  | bitmapscan |          3 |   117.03866666666666 |      3 |   115.60566666666666 |      3 |   116.76366666666667 |      3 |   166.35766666666666 |      3 |   173.11799999999997
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |     4048 |     10000 | uncached  | indexscan  |          3 |    55.15266666666667 |      3 |               53.963 |      3 |    57.05133333333333 |      3 |   103.91733333333332 |      3 |               113.12
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   1 |     4048 |     10000 | uncached  | seqscan    |          3 |              706.041 |      3 |    703.8253333333333 |      3 |    706.9273333333334 |      3 |    754.7733333333334 |      3 |    747.6216666666666
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |   0 |       64 |     10000 | uncached  | bitmapscan |          3 |    189.3273333333333 |      3 |              182.874 |      3 |   181.10366666666664 |      3 |   236.66866666666667 |      3 |   236.86800000000002
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |     6048 |     10000 | uncached  | indexscan  |          3 |    409.5273333333333 |      3 |   425.36266666666666 |      3 |   451.74066666666664 |      3 |    453.4926666666667 |      3 |    455.3566666666666
 raid-nvme | 1000000 | uniform     |    41667 |       4 |   128 |   1 |      256 |     10000 | uncached  | bitmapscan |          3 |              217.619 |      3 |   211.24033333333333 |      3 |   214.22533333333334 |      3 |   257.19800000000004 |      3 |   245.25633333333334
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |   1 |     4048 |     10000 | uncached  | indexscan  |          3 |   48.397999999999996 |      3 |    51.39666666666667 |      3 |   51.480333333333334 |      3 |    87.29033333333332 |      3 |   104.79866666666668
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |       52 |       100 | uncached  | seqscan    |          3 |    345.6956666666667 |      3 |   321.68333333333334 |      3 |    335.0396666666666 |      3 |   383.75933333333336 |      3 |    380.2296666666666
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |       32 |       100 | uncached  | seqscan    |          3 |    97.97833333333334 |      3 |    99.52033333333333 |      3 |    99.06466666666665 |      3 |   134.72966666666667 |      3 |   131.55666666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |      112 |       100 | uncached  | seqscan    |          3 |    711.3033333333333 |      3 |              740.567 |      3 |              744.679 |      3 |    746.6896666666668 |      3 |    733.4676666666668
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |   28.951333333333334 |      3 |   28.930333333333333 |      3 |   31.659666666666663 |      3 |    64.05566666666665 |      3 |    61.75566666666668
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |       52 |       100 | uncached  | seqscan    |          3 |    333.9626666666667 |      3 |   329.25533333333334 |      3 |   320.19266666666664 |      3 |   368.88966666666664 |      3 |    368.5016666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   101.24233333333332 |      3 |               98.245 |      3 |   102.46633333333334 |      3 |   135.54366666666667 |      3 |   131.78033333333335
 raid-nvme | 1000000 | uniform     |    41667 |       4 |   128 |   1 |      512 |     10000 | uncached  | seqscan    |          3 |              179.751 |      3 |              178.115 |      3 |   175.43766666666667 |      3 |   213.94733333333332 |      3 |   211.78300000000002
 data      | 1000000 | uniform     |    41667 |       4 |   128 |   1 |      512 |     10000 | uncached  | seqscan    |          3 |   445.75233333333335 |      3 |    452.7283333333333 |      3 |   457.13100000000003 |      3 |    479.8886666666667 |      3 |    478.1543333333334
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   1 |     6048 |     10000 | uncached  | seqscan    |          3 |    705.1896666666667 |      3 |              761.224 |      3 |    743.5889999999999 |      3 |    738.7600000000001 |      3 |              736.101
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   101.24399999999999 |      3 |    95.53266666666667 |      3 |   100.20766666666667 |      3 |    133.7976666666667 |      3 |   130.94766666666666
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   0 |      512 |     10000 | uncached  | seqscan    |          3 |   131.08333333333334 |      3 |   128.88633333333334 |      3 |              129.681 |      3 |              163.588 |      3 |   200.22833333333335
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   102.75033333333333 |      3 |   104.69433333333335 |      3 |    99.65233333333333 |      3 |   135.03766666666667 |      3 |   133.09900000000002
 data      | 1000000 | linear      |    41667 |       4 |   128 |   1 |     8048 |     10000 | uncached  | seqscan    |          3 |    557.8283333333334 |      3 |    579.5876666666667 |      3 |              578.312 |      3 |    588.8216666666666 |      3 |    580.1663333333333
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |    29.33866666666667 |      3 |   28.438000000000002 |      3 |               26.375 |      3 |    59.95366666666666 |      3 |   44.660333333333334
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   202.90766666666664 |      3 |   205.48633333333336 |      3 |              212.516 |      3 |    232.1966666666667 |      3 |   229.99800000000002
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |    25.03933333333333 |      3 |   25.032333333333337 |      3 |   26.570666666666668 |      3 |               52.635 |      3 |    44.24266666666667
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |   29.744333333333334 |      3 |               28.254 |      3 |   27.987000000000005 |      3 |   56.529333333333334 |      3 |    70.14266666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   209.50233333333333 |      3 |   212.83899999999997 |      3 |   211.58900000000003 |      3 |    235.9563333333333 |      3 |              239.905
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |   29.890666666666664 |      3 |               30.622 |      3 |               30.886 |      3 |    54.03733333333333 |      3 |               62.516
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |  4096 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   101.30933333333333 |      3 |   100.73599999999999 |      3 |    99.08999999999999 |      3 |   125.43733333333334 |      3 |   140.78866666666667
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   208.07433333333333 |      3 |   212.16766666666663 |      3 |   212.31466666666665 |      3 |   232.18233333333333 |      3 |    228.7266666666667
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |     1024 |     10000 | uncached  | indexscan  |          3 |   17.171666666666667 |      3 |               18.158 |      3 |   18.019000000000002 |      3 |               41.239 |      3 |   43.906666666666666
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |   1 |     8048 |     10000 | uncached  | seqscan    |          3 |              725.073 |      3 |    711.9946666666666 |      3 |    717.5013333333333 |      3 |              749.101 |      3 |    736.4186666666668
 raid-nvme | 1000000 | cyclic      |    41667 |       4 | 65536 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   102.29366666666665 |      3 |    98.90533333333333 |      3 |   103.56466666666667 |      3 |              126.305 |      3 |   131.68533333333332
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   214.62599999999998 |      3 |   210.15466666666666 |      3 |   214.84533333333331 |      3 |   238.60933333333332 |      3 |   239.63566666666668
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   214.58366666666666 |      3 |   214.57333333333335 |      3 |              206.572 |      3 |              238.539 |      3 |    239.9796666666667
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |   1 |     4048 |     10000 | uncached  | seqscan    |          3 |    716.5256666666668 |      3 |    715.3536666666668 |      3 |    736.8753333333334 |      3 |    740.3893333333334 |      3 |    734.5020000000001
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |   1 |     1024 |     10000 | uncached  | indexscan  |          3 |   13.926666666666668 |      3 |    21.06233333333333 |      3 |   13.973333333333334 |      3 |    37.50266666666667 |      3 |               32.896
 data      | 1000000 | uniform     |    41667 |       4 |   128 |   1 |     4048 |     10000 | uncached  | seqscan    |          3 |    706.3906666666667 |      3 |              718.216 |      3 |    732.7793333333334 |      3 |    729.9166666666666 |      3 |              725.967
 raid-nvme | 1000000 | cyclic      |    41667 |       4 | 65536 |   1 |       16 |       100 | uncached  | bitmapscan |          3 |    74.93633333333334 |      3 |    76.28500000000001 |      3 |    73.57666666666667 |      3 |    97.27966666666667 |      3 |    94.89733333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |      512 |     10000 | uncached  | indexscan  |          3 |    9.261333333333333 |      3 |   10.706333333333333 |      3 |   13.979333333333335 |      3 |   30.895333333333337 |      3 |               35.269
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |   1 |       32 |       100 | uncached  | seqscan    |          3 |   211.62066666666666 |      3 |   208.80499999999998 |      3 |   213.74833333333333 |      3 |              232.989 |      3 |   232.33533333333332
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |       16 |       100 | uncached  | seqscan    |          3 |    76.02366666666666 |      3 |               78.623 |      3 |    77.41233333333332 |      3 |                97.01 |      3 |    95.23633333333333
